clas_gt,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,joint_angles0,joint_angles1,joint_angles2,joint_angles3,joint_angles4,joint_angles5,joint_angles6,joint_angles7,joint_angles8,joint_angles9,joint_angles10,joint_angles11,joint_angles12,joint_angles13,joint_angles14
4,108,293,271,168,127,50,40,49,0.814850986,0.1069858298,0.3680996597,0.3534440696,0.5400586128,0.4338055551,0.3475818336,0.3343918025,0.6404494643,0.3944797218,0.3549096286,0.5583781004,0.3678553998,0.3512457311,0.5420126915
4,100,257,191,73,56,67,60,47,0.82364434,0.0989252552,0.3597948253,0.3534440696,0.5400586128,0.4338055551,0.3571079671,0.3343918025,0.6404494643,0.403028816,0.3549096286,0.5583781004,0.3759159744,0.3512457311,0.5420126915
4,85,210,215,133,81,61,45,45,0.8155837655,0.0989252552,0.3597948253,0.3534440696,0.5300439596,0.4250122011,0.3480703533,0.3343918025,0.6404494643,0.3952125013,0.3549096286,0.5583781004,0.3759159744,0.3512457311,0.5420126915
4,127,309,313,114,79,68,61,61,0.8155837655,0.0989252552,0.3514899909,0.3534440696,0.5300439596,0.401563257,0.3480703533,0.3343918025,0.6404494643,0.3952125013,0.3549096286,0.5583781004,0.3759159744,0.3512457311,0.5420126915
4,89,260,251,158,103,46,49,51,0.8155837655,0.0989252552,0.3514899909,0.3534440696,0.5300439596,0.3908158243,0.3480703533,0.3343918025,0.6404494643,0.3952125013,0.3549096286,0.5583781004,0.3759159744,0.3512457311,0.5420126915
4,98,257,246,130,99,52,40,45,0.8248656392,0.0989252552,0.3436736763,0.3534440696,0.5473864079,0.3908158243,0.3563751876,0.3343918025,0.6404494643,0.3952125013,0.3549096286,0.5583781004,0.3847093284,0.3429408967,0.5420126915
4,79,281,264,195,127,61,40,46,0.8339032531,0.0989252552,0.3255984485,0.3534440696,0.5559355021,0.398632139,0.3644357622,0.3343918025,0.6487542987,0.4037615955,0.3549096286,0.5583781004,0.3847093284,0.3429408967,0.5420126915
4,66,207,193,113,97,56,40,42,0.8053248525,0.0989252552,0.3255984485,0.3534440696,0.5559355021,0.408891052,0.3644357622,0.3343918025,0.6487542987,0.4037615955,0.3549096286,0.5583781004,0.3930141628,0.3346360624,0.5420126915
4,95,182,248,118,100,49,55,48,0.7623351216,0.0989252552,0.3615046442,0.3534440696,0.5478749275,0.4171958864,0.3644357622,0.3343918025,0.6128480434,0.4115779102,0.3470933139,0.5490962267,0.4093795717,0.3182706535,0.5420126915
4,89,244,337,114,93,41,30,37,0.7225207686,0.1074743494,0.3927699029,0.3534440696,0.5393258333,0.4171958864,0.3644357622,0.3258427083,0.5683927536,0.4115779102,0.3387884796,0.5407913923,0.4093795717,0.3014166951,0.5163654089
4,105,281,459,160,67,48,32,42,0.7024914622,0.1074743494,0.3927699029,0.3534440696,0.5307767391,0.4171958864,0.3551538885,0.3258427083,0.5449438095,0.4032730758,0.3387884796,0.5329750776,0.3908158243,0.2936003804,0.5163654089
4,100,233,573,158,57,81,68,63,0.6932095885,0.1074743494,0.4013189971,0.3534440696,0.5307767391,0.4171958864,0.324865669,0.3177821338,0.504396677,0.3739618957,0.3387884796,0.5136785507,0.3597948253,0.2848070264,0.5083048344
4,108,282,512,128,64,69,67,57,0.6849047542,0.1074743494,0.4098680913,0.3534440696,0.5222276449,0.4171958864,0.3053248525,0.3082559705,0.4785051346,0.3463605344,0.319003433,0.5053737164,0.3422081172,0.2848070264,0.4902296066
4,156,235,359,107,92,55,44,67,0.6936981082,0.1074743494,0.4098680913,0.3534440696,0.5312652588,0.4264777601,0.3133854568,0.3082559705,0.4785051346,0.3463605344,0.319003433,0.5053737164,0.3329262435,0.2848070264,0.4811919928
4,92,294,442,111,120,60,42,45,0.7129946351,0.1074743494,0.4013189971,0.3534440696,0.5390815735,0.4342940748,0.321934551,0.3082559705,0.4872984886,0.3463605344,0.319003433,0.5053737164,0.3329262435,0.2848070264,0.4811919928
4,63,226,278,105,86,52,38,36,0.741084516,0.1074743494,0.3920371234,0.3534440696,0.5390815735,0.4450415373,0.3302393854,0.3082559705,0.5200293064,0.3549096286,0.319003433,0.5227161646,0.3329262435,0.2848070264,0.4914509058
4,63,225,330,101,66,37,29,34,0.741084516,0.1074743494,0.3920371234,0.3534440696,0.5390815735,0.4545676708,0.3302393854,0.3082559705,0.5200293064,0.3549096286,0.319003433,0.5227161646,0.3329262435,0.2848070264,0.4914509058
4,61,277,354,83,73,36,37,38,0.741084516,0.1074743494,0.3920371234,0.3534440696,0.5307767391,0.4809477329,0.3302393854,0.3163165748,0.5407913923,0.3627259433,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.4995114803
4,68,273,353,91,74,37,37,39,0.7489008307,0.1074743494,0.3829995096,0.3534440696,0.5146555901,0.491206646,0.3302393854,0.3163165748,0.5613092184,0.3627259433,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.4995114803
4,90,210,304,103,76,45,39,48,0.7489008307,0.1074743494,0.3744504154,0.3534440696,0.5161211491,0.5127015114,0.3385442197,0.332193464,0.5791401863,0.3710307777,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,90,239,299,96,73,40,36,43,0.7489008307,0.1074743494,0.3744504154,0.3534440696,0.5161211491,0.5127015114,0.3385442197,0.332193464,0.5791401863,0.3710307777,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,109,313,325,96,65,38,33,49,0.7489008307,0.1074743494,0.3832437694,0.3534440696,0.5161211491,0.5127015114,0.3385442197,0.332193464,0.5791401863,0.3710307777,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,93,259,292,80,96,54,38,36,0.7291157842,0.1074743494,0.4025402963,0.3534440696,0.5161211491,0.5026868582,0.3385442197,0.332193464,0.5713238716,0.3710307777,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,97,266,283,91,66,45,46,59,0.7166585326,0.1155349314,0.4240351617,0.3615046442,0.5432339907,0.4396678209,0.3385442197,0.3243771493,0.5803614855,0.3629702032,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,124,222,362,113,103,52,45,52,0.7166585326,0.1155349314,0.4240351617,0.3615046442,0.5432339907,0.4296531379,0.3385442197,0.3243771493,0.5803614855,0.3629702032,0.319003433,0.5227161646,0.3409868181,0.2848070264,0.5085490942
4,111,225,349,152,123,55,40,48,0.7425500751,0.1155349314,0.4064484537,0.3615046442,0.5803614855,0.4054714143,0.3580850065,0.3243771493,0.5969711542,0.3710307777,0.319003433,0.5319980383,0.3409868181,0.2848070264,0.5085490942
4,80,209,321,94,62,43,33,41,0.7525647283,0.1155349314,0.3978993595,0.3615046442,0.5803614855,0.4159745872,0.3671226203,0.3329262435,0.6057645082,0.3790913522,0.319003433,0.539814353,0.3409868181,0.2848070264,0.5085490942
4,101,279,297,81,51,47,34,45,0.7525647283,0.1074743494,0.3978993595,0.3615046442,0.539814353,0.4885197878,0.3585735261,0.3407425582,0.6057645082,0.3707865179,0.319003433,0.539814353,0.3409868181,0.2848070264,0.5085490942
4,103,265,323,95,78,51,43,47,0.760381043,0.1074743494,0.3978993595,0.3615046442,0.539814353,0.4995114803,0.3585735261,0.3407425582,0.6057645082,0.3707865179,0.319003433,0.539814353,0.3409868181,0.2848070264,0.5085490942
4,93,214,326,103,79,48,37,51,0.760381043,0.1074743494,0.3978993595,0.3615046442,0.5195407867,0.5246702433,0.3585735261,0.3488031328,0.6057645082,0.3707865179,0.319003433,0.539814353,0.3409868181,0.2848070264,0.5166096687
4,125,259,164,153,115,52,55,55,0.777967751,0.0981924757,0.3793356121,0.3615046442,0.5195407867,0.5246702433,0.3673668802,0.3407425582,0.6262823939,0.3795798719,0.319003433,0.548607707,0.3409868181,0.2848070264,0.5246702433
4,127,287,218,116,93,50,52,66,0.7972642779,0.0981924757,0.361748904,0.3615046442,0.5288226604,0.5246702433,0.3905715644,0.3407425582,0.6370298266,0.3996091783,0.3282853067,0.5576453209,0.3510014713,0.2931118608,0.5434782505
4,110,273,314,101,70,48,41,58,0.7972642779,0.0981924757,0.361748904,0.3615046442,0.5288226604,0.5246702433,0.3905715644,0.3407425582,0.6370298266,0.3996091783,0.3282853067,0.5576453209,0.3510014713,0.2931118608,0.5434782505
4,111,272,239,61,50,45,33,63,0.8055691123,0.0901319012,0.361748904,0.3615046442,0.5288226604,0.5161211491,0.3905715644,0.3407425582,0.645334661,0.4113336504,0.3378114402,0.5576453209,0.3597948253,0.3009281754,0.5512945652
4,135,241,217,112,128,86,96,84,0.7960429788,0.0901319012,0.361748904,0.3615046442,0.5288226604,0.4821690321,0.3905715644,0.3407425582,0.6375183463,0.4113336504,0.3378114402,0.5576453209,0.3597948253,0.3009281754,0.5512945652
4,119,259,284,101,81,77,99,65,0.7960429788,0.0901319012,0.361748904,0.3615046442,0.5388373137,0.4821690321,0.3905715644,0.3326819837,0.6375183463,0.4113336504,0.3378114402,0.5576453209,0.3597948253,0.3009281754,0.5512945652
4,102,244,247,128,101,68,61,64,0.7960429788,0.0901319012,0.361748904,0.3615046442,0.5388373137,0.4684904814,0.3905715644,0.3326819837,0.6458231807,0.4113336504,0.3378114402,0.5576453209,0.3597948253,0.3009281754,0.5512945652
4,107,224,232,138,95,50,33,44,0.8121641278,0.0979482159,0.361748904,0.3536883295,0.5556912422,0.4482169151,0.4010747373,0.3326819837,0.6546165347,0.4113336504,0.3378114402,0.5671714544,0.3597948253,0.3087444901,0.5512945652
4,100,213,210,80,62,33,29,45,0.8121641278,0.0979482159,0.361748904,0.3536883295,0.5556912422,0.4655593634,0.4010747373,0.3326819837,0.6626771092,0.4113336504,0.3378114402,0.5671714544,0.3597948253,0.3087444901,0.5512945652
4,105,237,216,75,59,36,29,44,0.8121641278,0.0979482159,0.361748904,0.3536883295,0.5556912422,0.4748412371,0.4010747373,0.3326819837,0.6626771092,0.4113336504,0.3378114402,0.5671714544,0.36761114,0.3087444901,0.5512945652
4,101,287,220,90,71,50,37,47,0.8121641278,0.0979482159,0.361748904,0.3536883295,0.5556912422,0.4748412371,0.4010747373,0.3326819837,0.6626771092,0.4113336504,0.3378114402,0.5671714544,0.36761114,0.3087444901,0.5512945652
4,84,293,272,149,90,55,39,48,0.8121641278,0.0979482159,0.361748904,0.3536883295,0.5459208488,0.4723986387,0.3898387849,0.3326819837,0.6536394954,0.4113336504,0.3378114402,0.5671714544,0.36761114,0.3087444901,0.5512945652
4,131,275,330,134,101,52,46,51,0.8121641278,0.0979482159,0.3536883295,0.3536883295,0.5459208488,0.4638495445,0.3810454309,0.324865669,0.6536394954,0.4113336504,0.3378114402,0.5754762888,0.3597948253,0.3087444901,0.5512945652
4,138,270,414,164,123,58,48,55,0.8202247024,0.0979482159,0.3453834951,0.3536883295,0.5542256832,0.4560332298,0.3810454309,0.3168050945,0.645334661,0.4113336504,0.3378114402,0.5754762888,0.3597948253,0.3087444901,0.5512945652
4,131,292,440,169,112,56,52,67,0.8202247024,0.0979482159,0.3453834951,0.3536883295,0.5542256832,0.4560332298,0.3810454309,0.3168050945,0.645334661,0.4113336504,0.3378114402,0.5754762888,0.3597948253,0.3087444901,0.5512945652
4,130,258,348,165,121,53,49,64,0.8121641278,0.0979482159,0.3373229206,0.3536883295,0.5630190372,0.4479726553,0.3729848564,0.3082559705,0.6267709136,0.4113336504,0.3378114402,0.5754762888,0.3597948253,0.3087444901,0.5512945652
4,136,213,327,146,90,48,66,68,0.8121641278,0.0979482159,0.3373229206,0.3536883295,0.5630190372,0.4479726553,0.3729848564,0.3082559705,0.6189545393,0.4113336504,0.3299951255,0.5674157143,0.3597948253,0.3009281754,0.5512945652
4,124,325,389,116,98,61,49,66,0.8121641278,0.0979482159,0.3373229206,0.3536883295,0.5630190372,0.4479726553,0.3729848564,0.3082559705,0.6104054451,0.4113336504,0.3216902912,0.5674157143,0.3597948253,0.2918905616,0.542745471
4,134,450,491,145,117,66,47,63,0.8121641278,0.0979482159,0.3373229206,0.3536883295,0.5630190372,0.4399120808,0.3729848564,0.3082559705,0.6104054451,0.4113336504,0.3216902912,0.5581338406,0.369076699,0.2918905616,0.542745471
4,133,367,564,188,107,55,51,75,0.8121641278,0.0979482159,0.3373229206,0.3458720148,0.5630190372,0.4399120808,0.3649242818,0.3082559705,0.5947728157,0.4113336504,0.3216902912,0.5410356522,0.369076699,0.2840742469,0.5591108799
4,92,381,733,171,79,53,167,105,0.8121641278,0.0979482159,0.3373229206,0.3458720148,0.5537371635,0.4399120808,0.3319492042,0.3082559705,0.5490962267,0.3927699029,0.3216902912,0.5327308178,0.3605276048,0.2840742469,0.5591108799
4,128,302,543,143,95,53,116,81,0.8033707738,0.0979482159,0.3373229206,0.3458720148,0.5537371635,0.4399120808,0.321934551,0.2914020419,0.5295554399,0.3849535882,0.3126526773,0.5232046843,0.3527112901,0.2840742469,0.5505617857
4,151,289,362,148,113,72,105,82,0.8033707738,0.0979482159,0.3373229206,0.3458720148,0.5537371635,0.4399120808,0.3141182363,0.2914020419,0.5210063457,0.3768930137,0.3126526773,0.5232046843,0.3448949754,0.2840742469,0.5505617857
4,128,349,395,163,99,69,111,86,0.8033707738,0.0979482159,0.3373229206,0.3458720148,0.5537371635,0.4399120808,0.3141182363,0.2914020419,0.5210063457,0.3768930137,0.3126526773,0.5232046843,0.3448949754,0.2840742469,0.5505617857
4,118,336,376,148,95,57,101,74,0.8033707738,0.0979482159,0.3373229206,0.3458720148,0.5459208488,0.4399120808,0.3141182363,0.2914020419,0.5373717546,0.3768930137,0.3126526773,0.5232046843,0.3448949754,0.2840742469,0.5505617857
4,107,245,382,135,120,60,55,60,0.8033707738,0.0979482159,0.3373229206,0.3458720148,0.5459208488,0.4399120808,0.3141182363,0.2914020419,0.5373717546,0.3768930137,0.3126526773,0.5232046843,0.3448949754,0.2840742469,0.5505617857
4,119,250,394,251,155,71,56,69,0.8199804425,0.0979482159,0.3373229206,0.3458720148,0.5620419979,0.448461175,0.3339032829,0.2992183566,0.5542256832,0.3859306276,0.3126526773,0.5317537785,0.3448949754,0.2840742469,0.5505617857
4,114,312,409,147,82,52,89,57,0.8199804425,0.0979482159,0.3373229206,0.3458720148,0.5620419979,0.448461175,0.3431851566,0.307523191,0.5542256832,0.3859306276,0.3126526773,0.5317537785,0.3448949754,0.2840742469,0.5505617857
4,140,320,414,122,67,62,53,123,0.8199804425,0.0979482159,0.3373229206,0.3458720148,0.5698583126,0.4682462215,0.3431851566,0.307523191,0.5627747774,0.3859306276,0.3126526773,0.5317537785,0.3448949754,0.2840742469,0.5505617857
4,118,375,379,175,117,71,46,77,0.8190034032,0.0979482159,0.3373229206,0.3458720148,0.5603321791,0.4308744371,0.3431851566,0.307523191,0.5906203985,0.3859306276,0.3126526773,0.5420126915,0.3536883295,0.2840742469,0.5505617857
4,90,321,357,161,126,61,49,56,0.8190034032,0.0979482159,0.3373229206,0.3458720148,0.5603321791,0.4308744371,0.3431851566,0.307523191,0.5906203985,0.3859306276,0.3126526773,0.5420126915,0.3536883295,0.2840742469,0.5505617857
4,98,291,359,164,132,63,52,55,0.8190034032,0.0979482159,0.3373229206,0.3458720148,0.5769418478,0.4201270044,0.3531998098,0.307523191,0.5906203985,0.3859306276,0.3126526773,0.551538825,0.3536883295,0.2840742469,0.5505617857
4,133,303,372,142,123,59,55,62,0.8109428287,0.0979482159,0.3373229206,0.3458720148,0.5769418478,0.4201270044,0.3531998098,0.307523191,0.5906203985,0.3939912021,0.3126526773,0.551538825,0.3536883295,0.2840742469,0.5505617857
4,139,331,370,108,69,50,41,76,0.8109428287,0.0979482159,0.3373229206,0.3458720148,0.5769418478,0.4201270044,0.3531998098,0.307523191,0.5906203985,0.3939912021,0.3126526773,0.551538825,0.3536883295,0.2840742469,0.5505617857
4,134,390,377,163,105,50,45,117,0.8109428287,0.0979482159,0.3456277549,0.3458720148,0.5769418478,0.4284318388,0.3531998098,0.307523191,0.5906203985,0.3939912021,0.3126526773,0.551538825,0.3536883295,0.2840742469,0.5505617857
4,156,385,402,144,114,64,55,133,0.801660955,0.0979482159,0.3805569112,0.3458720148,0.5769418478,0.4284318388,0.3531998098,0.307523191,0.6082071066,0.3859306276,0.3126526773,0.551538825,0.3536883295,0.2840742469,0.5505617857
4,138,434,382,162,120,69,59,85,0.7440156341,0.1348314583,0.4526135921,0.3458720148,0.5681484938,0.4203712642,0.3448949754,0.307523191,0.6082071066,0.3700537384,0.3126526773,0.551538825,0.3448949754,0.2840742469,0.5425012112
4,146,365,467,183,172,74,61,81,0.7440156341,0.1348314583,0.4609184265,0.3458720148,0.5681484938,0.4120664299,0.3448949754,0.307523191,0.6082071066,0.3700537384,0.3126526773,0.5434782505,0.3448949754,0.2840742469,0.5425012112
4,149,390,494,235,209,95,70,85,0.7440156341,0.1348314583,0.4609184265,0.3458720148,0.5681484938,0.4120664299,0.3448949754,0.307523191,0.6082071066,0.3700537384,0.3126526773,0.5434782505,0.3448949754,0.2840742469,0.5425012112
4,141,424,524,253,234,97,68,80,0.7440156341,0.1348314583,0.4609184265,0.3458720148,0.5681484938,0.4120664299,0.3448949754,0.307523191,0.6082071066,0.3700537384,0.3126526773,0.5434782505,0.3448949754,0.2840742469,0.5425012112
4,128,340,425,143,155,65,49,77,0.7518319488,0.126526624,0.4609184265,0.3458720148,0.5681484938,0.4206155241,0.3549096286,0.3153395355,0.6082071066,0.3700537384,0.3126526773,0.5512945652,0.3448949754,0.2840742469,0.5425012112
4,185,276,367,155,107,59,60,108,0.7518319488,0.126526624,0.4609184265,0.3458720148,0.5681484938,0.4206155241,0.3549096286,0.3153395355,0.6082071066,0.3700537384,0.3126526773,0.5512945652,0.3448949754,0.2840742469,0.5425012112
4,183,257,376,168,113,79,74,120,0.7423058152,0.126526624,0.4609184265,0.3458720148,0.5603321791,0.4096238315,0.3363458812,0.3153395355,0.6082071066,0.3700537384,0.3126526773,0.5512945652,0.3370786607,0.2840742469,0.5425012112
4,138,418,434,222,325,150,91,133,0.7423058152,0.126526624,0.4609184265,0.3458720148,0.5603321791,0.4096238315,0.3363458812,0.3153395355,0.6082071066,0.3700537384,0.3126526773,0.5512945652,0.3370786607,0.2840742469,0.5425012112
4,140,497,514,234,261,100,66,131,0.723497808,0.126526624,0.4609184265,0.3378114402,0.5696140528,0.3935026824,0.3363458812,0.3153395355,0.6001465321,0.3619931638,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,153,470,512,204,167,78,57,96,0.723497808,0.126526624,0.4609184265,0.3378114402,0.5776746273,0.3935026824,0.3363458812,0.3153395355,0.5918416977,0.3619931638,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,93,397,406,156,112,71,59,83,0.723497808,0.126526624,0.4609184265,0.3378114402,0.5776746273,0.3935026824,0.3363458812,0.3153395355,0.5918416977,0.3619931638,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,137,377,358,154,120,65,56,68,0.723497808,0.126526624,0.4609184265,0.3378114402,0.5776746273,0.3935026824,0.3453834951,0.3153395355,0.5830483437,0.3619931638,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,141,456,365,208,152,71,54,65,0.723497808,0.126526624,0.4257449806,0.3378114402,0.5776746273,0.4096238315,0.3453834951,0.3153395355,0.5830483437,0.3619931638,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,137,405,367,212,183,67,53,61,0.7315583825,0.1184660494,0.3988763988,0.3378114402,0.5776746273,0.4184171855,0.3541768491,0.3153395355,0.5908646584,0.3698094785,0.3126526773,0.5429897308,0.3282853067,0.2840742469,0.533952117
4,193,394,375,240,157,78,59,86,0.7315583825,0.1184660494,0.3988763988,0.3470933139,0.5952613354,0.436980933,0.3622374237,0.3236443698,0.5908646584,0.3786028326,0.3126526773,0.5508060455,0.3363458812,0.2840742469,0.533952117
4,195,405,421,237,163,86,57,89,0.7315583825,0.1184660494,0.3988763988,0.3470933139,0.5952613354,0.436980933,0.3715192974,0.3236443698,0.5908646584,0.3786028326,0.3126526773,0.5508060455,0.3363458812,0.2840742469,0.533952117
4,152,365,397,175,110,98,61,66,0.7315583825,0.1184660494,0.3988763988,0.3470933139,0.5952613354,0.436980933,0.3715192974,0.3236443698,0.5908646584,0.3786028326,0.3126526773,0.5508060455,0.3363458812,0.2840742469,0.533952117
4,128,344,338,144,131,98,58,53,0.6976062655,0.1184660494,0.4076697528,0.3566194475,0.5952613354,0.436980933,0.3715192974,0.3236443698,0.5994137526,0.3786028326,0.3126526773,0.5508060455,0.3363458812,0.2840742469,0.533952117
4,176,360,386,201,151,84,91,71,0.6976062655,0.1184660494,0.4076697528,0.3566194475,0.5952613354,0.436980933,0.3715192974,0.3236443698,0.5994137526,0.3786028326,0.3126526773,0.5508060455,0.3363458812,0.2840742469,0.533952117
4,225,540,410,216,140,73,155,78,0.6973620057,0.1184660494,0.4076697528,0.3566194475,0.5952613354,0.4367366731,0.3715192974,0.3236443698,0.5903761387,0.3786028326,0.3126526773,0.5429897308,0.3363458812,0.2840742469,0.5258915424
4,169,521,435,184,102,61,118,69,0.7151929736,0.1184660494,0.3996091783,0.3488031328,0.6030776501,0.4367366731,0.3805569112,0.3236443698,0.5903761387,0.3866634071,0.3126526773,0.5429897308,0.3363458812,0.2840742469,0.5258915424
4,119,394,308,120,69,107,139,72,0.7151929736,0.1184660494,0.3996091783,0.3488031328,0.6030776501,0.4367366731,0.3805569112,0.3236443698,0.5903761387,0.3866634071,0.3126526773,0.5429897308,0.3363458812,0.2840742469,0.5258915424
4,112,337,275,124,75,109,142,70,0.7151929736,0.1184660494,0.3996091783,0.3488031328,0.6030776501,0.4367366731,0.3805569112,0.3236443698,0.5903761387,0.3866634071,0.3126526773,0.5429897308,0.3363458812,0.2840742469,0.5258915424
4,147,332,499,197,143,82,95,59,0.7149487138,0.1184660494,0.3913043439,0.3409868181,0.5705910921,0.419149965,0.3522227705,0.3236443698,0.5903761387,0.3666341007,0.3126526773,0.5346848965,0.3187591732,0.2840742469,0.5258915424
4,152,331,511,208,160,81,54,71,0.7232535481,0.1184660494,0.3913043439,0.3317049444,0.5625305176,0.4110893905,0.3439179361,0.3236443698,0.5903761387,0.3666341007,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,147,328,456,203,145,78,52,66,0.7327796817,0.1262823641,0.3827552497,0.3317049444,0.5625305176,0.4110893905,0.3439179361,0.3236443698,0.5806057453,0.3666341007,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,102,279,348,164,164,105,91,53,0.7327796817,0.1262823641,0.3827552497,0.3317049444,0.5705910921,0.4110893905,0.3439179361,0.3236443698,0.5727894306,0.3666341007,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,156,360,291,189,187,79,73,74,0.7327796817,0.1262823641,0.3827552497,0.3317049444,0.5522716045,0.4110893905,0.3439179361,0.3236443698,0.5727894306,0.3666341007,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,140,369,317,178,184,81,55,71,0.7327796817,0.1262823641,0.3827552497,0.3317049444,0.5444552898,0.4110893905,0.3324377239,0.3236443698,0.5727894306,0.3571079671,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,126,327,295,183,149,59,44,49,0.741084516,0.1262823641,0.3827552497,0.3317049444,0.5527601242,0.4110893905,0.3407425582,0.3236443698,0.5727894306,0.3571079671,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
4,124,276,323,161,126,61,46,54,0.741084516,0.1262823641,0.3827552497,0.3317049444,0.5527601242,0.4110893905,0.3407425582,0.3236443698,0.5727894306,0.3571079671,0.3126526773,0.5346848965,0.3097215295,0.2840742469,0.5258915424
3,286,266,167,338,179,77,92,92,0.7816316485,0.1108939946,0.4360038936,0.3817782104,0.4640938044,0.5703468323,0.5395700932,0.5466536283,0.5217391253,0.6941866279,0.5280898809,0.4582315683,0.6472887397,0.4223253429,0.535417676
3,270,245,351,246,118,55,61,70,0.7816316485,0.1108939946,0.4360038936,0.3817782104,0.4640938044,0.5703468323,0.5395700932,0.5466536283,0.5217391253,0.6941866279,0.5280898809,0.4582315683,0.6472887397,0.4223253429,0.535417676
3,373,294,568,176,94,73,75,235,0.7899364829,0.1108939946,0.4360038936,0.3898387849,0.4640938044,0.5703468323,0.5395700932,0.5549584627,0.5217391253,0.6770884395,0.5366389751,0.4582315683,0.6472887397,0.4223253429,0.535417676
3,216,243,660,148,64,61,51,209,0.7689301372,0.1108939946,0.4374694526,0.4069369733,0.4548119307,0.5703468323,0.5190522671,0.5630190372,0.5217391253,0.6470444798,0.5547142029,0.466047883,0.6289692521,0.4404006004,0.535417676
3,234,206,467,160,123,127,85,197,0.7149487138,0.1196873486,0.5075720549,0.464582324,0.4037615955,0.5803614855,0.4699560404,0.5818270445,0.5300439596,0.5867122412,0.5730336905,0.466047883,0.578163147,0.4577430487,0.535417676
3,93,100,240,195,138,69,40,80,0.6702491641,0.127992183,0.4799706936,0.5818270445,0.3500244319,0.5356619358,0.3759159744,0.5911089182,0.547142148,0.4799706936,0.6013678312,0.466047883,0.463116765,0.4841231108,0.535417676
3,92,101,303,240,98,46,34,96,0.6702491641,0.127992183,0.4052271545,0.5574010611,0.3404982984,0.5268685818,0.3571079671,0.5911089182,0.5571568012,0.4574987888,0.5915974379,0.466047883,0.4433317184,0.4841231108,0.535417676
3,75,135,272,185,88,47,42,241,0.689545691,0.127992183,0.3800683916,0.5385930538,0.3495359123,0.5180752277,0.3571079671,0.5720566511,0.5571568012,0.4670249224,0.5608206987,0.466047883,0.4433317184,0.458720088,0.5271128416
3,69,165,183,164,91,52,45,257,0.7203224301,0.127992183,0.3600390851,0.5065950155,0.3754274547,0.4978016615,0.366145581,0.5542256832,0.5571568012,0.4670249224,0.5285784006,0.4826575518,0.4350268543,0.4255007207,0.5271128416
3,81,199,124,111,70,49,50,285,0.7318026423,0.127992183,0.3600390851,0.4978016615,0.3859306276,0.4978016615,0.3783585727,0.5434782505,0.5571568012,0.4670249224,0.5183194876,0.4826575518,0.4350268543,0.4140205085,0.5188080072
3,106,224,267,68,60,47,55,373,0.7652662396,0.1199316084,0.3517342508,0.4650708437,0.4186614454,0.4682462215,0.4018075168,0.5139228106,0.5571568012,0.4670249224,0.4819247723,0.5061064959,0.4272105396,0.3659013212,0.5188080072
3,116,165,147,126,88,51,43,141,0.7931118608,0.1199316084,0.3429408967,0.4247679412,0.4618954659,0.4198827446,0.4193942249,0.4692232609,0.5571568012,0.4670249224,0.4377137423,0.5254030228,0.4193942249,0.3216902912,0.4899853468
3,186,170,274,155,105,60,71,227,0.8141182065,0.1121152937,0.3351245821,0.407425493,0.4826575518,0.4049828947,0.4367366731,0.4367366731,0.5571568012,0.4851001501,0.403028816,0.533952117,0.4193942249,0.3004396558,0.4814362526
3,187,202,476,170,76,52,68,333,0.8314606547,0.1033219323,0.3270640075,0.3978993595,0.5024425983,0.3969223201,0.4650708437,0.4279433191,0.5571568012,0.5161211491,0.394235462,0.533952117,0.4382022619,0.3370786607,0.4894968271
3,211,196,474,219,64,77,152,284,0.7567171454,0.1033219323,0.3649242818,0.3808011711,0.4938935041,0.4167073667,0.4829018116,0.4938935041,0.5232046843,0.5637518167,0.4599413872,0.5173424482,0.4767953157,0.3866634071,0.4978016615
3,176,193,440,219,85,83,143,417,0.7242305875,0.0947728381,0.3832437694,0.3808011711,0.4938935041,0.4352711141,0.5026868582,0.5122129917,0.4992672205,0.6211528778,0.4777723551,0.4951148033,0.5359061956,0.4042501152,0.5170981884
